ISO,year,e_spar,ghs_index,disaster_risk,hexp_gdp,uhc_index,wpi_val,health_policy,national_plan,national_strategy,recognition,participation_event_it,decision_event_it,leadership_event_it,admin_event_it,role_type_it,Exclusion,NoExclusion,efforts_A,efforts_B,e_spar_flag,ghs_index_flag,disaster_risk_flag,hexp_gdp_flag,uhc_index_flag,health_policy_flag,national_plan_flag,national_strategy_flag,recognition_flag,participation_event_it_flag,decision_event_it_flag,leadership_event_it_flag,admin_event_it_flag,role_type_it_flag,efforts_A_flag,efforts_B_flag,disaster_risk_oriented,e_spar_mm_global,ghs_index_mm_global,hexp_gdp_mm_global,efforts_A_mm_global,efforts_B_mm_global,uhc_index_mm_global,health_policy_mm_global,national_plan_mm_global,national_strategy_mm_global,recognition_mm_global,participation_event_it_mm_global,decision_event_it_mm_global,leadership_event_it_mm_global,admin_event_it_mm_global,role_type_it_mm_global,disaster_risk_oriented_mm_global,NoExclusion_mm_global,e_spar_mm_year,ghs_index_mm_year,hexp_gdp_mm_year,efforts_A_mm_year,efforts_B_mm_year,uhc_index_mm_year,health_policy_mm_year,national_plan_mm_year,national_strategy_mm_year,recognition_mm_year,participation_event_it_mm_year,decision_event_it_mm_year,leadership_event_it_mm_year,admin_event_it_mm_year,role_type_it_mm_year,disaster_risk_oriented_mm_year,pillar_A_eq,pillar_B_eq,pillar_C_eq,pillar_D_eq,pillar_A_pca,pillar_B_pca,pillar_C_pca,pillar_D_pca,pillar_A_ent,pillar_B_ent,pillar_C_ent,pillar_D_ent,pillar_D_eq_adj,GHEI_raw,GHEI,GHEI_adj
CUB,2022,95.0,30.5,0.11786832,86,,0.525,1.0,,,1,1,1,0,0,2,0.0,1.0,60,,imputed,imputed,observed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.88213168,0.9425287356321839,0.24086378737541528,0.9142857142857143,0.5,,,0.0,,,0.0,0.0,0.5,0.0,0.0,0.5,0.488315517910215,1.0,0.9242424242424242,0.2420701168614357,0.9032258064516129,0.5,,,0.0,,,0.0,0.0,0.5,0.0,0.0,0.5,0.329232562179742,0.5916962615037996,0.6342004107319764,0.0,0.2,0.5678615173902872,0.3736442881797557,0.0,0.2463000918174436,0.6112522983339178,0.49246092745499215,0.0,0.2571411577378928,0.2,0.0,0.0,0.022394670286741285
CUB,2023,95.0,30.5,0.11786832,86,,,1.0,,,1,1,1,0,0,2,0.0,1.0,60,60.0,imputed,imputed,imputed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed,0.88213168,0.9425287356321839,0.24086378737541528,0.9142857142857143,0.5,0.5,,0.0,,,0.0,0.0,0.5,0.0,0.0,0.5,0.488315517910215,1.0,0.9230769230769231,0.11673151750972761,0.9375,0.5,0.5,,0.0,,,0.0,0.0,1.0,0.0,0.0,0.5,0.3363938000155722,0.5916962615037996,0.6342004107319764,0.0,0.2,0.5678615173902872,0.3736442881797557,0.0,0.2463000918174436,0.6112522983339178,0.49246092745499215,0.0,0.2571411577378928,0.2,0.0,0.0,0.0
CYP,2011,51.0,,0.06431391,72,,0.526,,,,4,1,0,1,0,3,0.0,1.0,20,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.93568609,0.4367816091954023,,0.7142857142857143,0.0,,,,,,0.5,0.0,0.0,0.5,0.0,1.0,0.7573182689463431,1.0,0.4578313253012048,,0.7868852459016393,0.0,,,,,,0.5,0.0,0.0,1.0,0.0,1.0,0.6677157233398215,0.4367816091954023,0.4905346610773525,,0.3,0.2035538401540236,0.19993472283961655,0.02767499479625413,0.5870184682448168,0.2305643031411597,0.389980999758338,0.15033100176008402,0.3641950659257678,0.3,,,
CZE,2022,,,0.08799047,83,,0.654,,,2.0,1,1,1,0,0,2,0.0,1.0,20,,imputed,imputed,observed,observed,imputed,missing,missing,carried_forward,observed,observed,observed,observed,observed,observed,observed,missing,0.91200953,,,0.8714285714285714,0.0,,,,,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.6383913724485204,1.0,,,0.8548387096774194,0.0,,,,,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5381116821676892,,0.5032733146256972,0.5,0.2,0.0,0.2187329428105483,0.028286299363680645,0.2463000918174436,0.0,0.39978121337788713,0.17855662167362427,0.2571411577378928,0.2,,,
DEU,2010,91.0,65.5,0.11095929,84,0.575,0.847,,,,3,1,1,1,0,3,0.0,1.0,40,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.88904071,0.896551724137931,0.8222591362126246,0.8857142857142857,0.25,,0.575,,,,0.3333333333333333,0.0,0.5,0.5,0.0,1.0,0.5230194400893807,1.0,0.8857142857142857,0.7897838899803536,1.0,0.25,,0.575,,,,0.3333333333333333,0.0,0.5,1.0,0.0,1.0,0.36144719679609916,0.8594054301752778,0.5584334314509165,,0.4,0.8568817971690551,0.5242216416942382,0.018449996530836087,0.6276085012649691,0.8614760318852704,0.5642723221080933,0.10022066784005601,0.49148157841267115,0.4,,,
DEU,2018,91.0,65.5,0.11473146,86,0.575,0.837,,,,3,2,1,0,1,2,0.0,1.0,40,,observed,imputed,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.88526854,0.896551724137931,0.8222591362126246,0.9142857142857143,0.25,,0.575,,,,0.3333333333333333,0.5,0.5,0.0,1.0,0.5,0.5040719041651507,1.0,0.8783783783783784,0.7954110898661567,0.9473684210526315,0.25,,0.575,,,,0.3333333333333333,1.0,0.5,0.0,1.0,0.5,0.36478052783530557,0.8594054301752778,0.5608394046127163,,0.5,0.8568817971690551,0.5278755108624027,0.018449996530836087,0.39998685138493617,0.8614760318852704,0.5667662726702847,0.10022066784005601,0.4624950030340981,0.5,,,
DEU,2020,89.0,65.5,0.12690226,86,0.575,0.838,,,,3,1,0,0,1,1,0.0,1.0,40,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.87309774,0.8735632183908046,0.8222591362126246,0.9142857142857143,0.25,,0.575,,,,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.442938214478148,1.0,0.8405797101449275,0.7976989453499519,0.9032258064516129,0.25,,0.5526315789473684,,,,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.37129576800489966,0.8479111773017146,0.5455559821909656,,0.2,0.8461684371609486,0.522482863621471,0.018449996530836087,0.15117040407034077,0.8493410685620515,0.5504955505328291,0.10022066784005601,0.13396155686684127,0.2,,,
DEU,2021,87.0,65.5,0.12901712,86,0.575,0.84,,,,3,1,0,0,1,1,0.0,1.0,40,,observed,observed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.87098288,0.8505747126436781,0.8222591362126246,0.9142857142857143,0.25,,0.575,,,,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.43231531417813074,1.0,0.8375,0.8263772954924874,0.9047619047619048,0.25,,0.575,,,,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.4496041571026574,0.8364169244281514,0.5429002571159612,,0.2,0.8354550771528421,0.5215458098580408,0.018449996530836087,0.15117040407034077,0.8372061052388325,0.5476682672466344,0.10022066784005601,0.13396155686684127,0.2,,,
DEU,2022,87.0,65.5,0.12605131,87,0.575,0.84,,,,3,1,0,0,1,1,0.0,1.0,40,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.87394869,0.8505747126436781,0.8222591362126246,0.9285714285714286,0.25,,0.575,,,,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.44721251963796954,1.0,0.803030303030303,0.8263772954924874,0.9193548387096774,0.25,,0.575,,,,0.5,0.0,0.0,0.0,1.0,0.0,0.27202443809885357,0.8364169244281514,0.5501959870523495,,0.2,0.8354550771528421,0.5255225257371111,0.018449996530836087,0.15117040407034077,0.8372061052388325,0.5554015733675359,0.10022066784005601,0.13396155686684127,0.2,,,
DJI,2012,39.0,23.9,0.0329731,41,,0.246,,,,4,1,1,0,0,2,0.0,1.0,20,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.9670269,0.2988505747126437,0.13122923588039864,0.2714285714285714,0.0,,,,,,0.5,0.0,0.5,0.0,0.0,0.5,0.914742542870761,1.0,0.18666666666666668,0.0,0.24615384615384617,0.0,,,,,,0.5,0.0,0.5,0.0,0.0,0.5,0.9262946824247466,0.21503990529652117,0.3953903714331108,,0.2,0.20934600291625166,0.13127993357735537,0.02767499479625413,0.2463000918174436,0.2197116636464902,0.31505851380388455,0.15033100176008402,0.2571411577378928,0.2,,,
DJI,2017,33.0,23.9,0.02468575,47,,0.271,,,,4,1,1,0,0,2,0.0,1.0,20,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.97531425,0.22988505747126436,0.13122923588039864,0.35714285714285715,0.0,,,,,,0.5,0.0,0.5,0.0,0.0,0.5,0.956369739376133,1.0,0.06944444444444445,0.10291595197255574,0.3220338983050847,0.0,,,,,,0.5,0.0,1.0,0.0,0.0,0.5,0.9975582077461348,0.1805571466758315,0.43783753217299676,,0.2,0.17720592289193213,0.15092763415219868,0.02767499479625413,0.2463000918174436,0.1833067736768334,0.34874808880212094,0.15033100176008402,0.2571411577378928,0.2,,,
DJI,2018,37.0,23.9,0.02518715,49,,0.272,,,,4,2,1,1,0,3,0.0,1.0,20,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.97481285,0.27586206896551724,0.13122923588039864,0.38571428571428573,0.0,,,,,,0.5,0.5,0.5,0.5,0.0,1.0,0.9538512170103831,1.0,0.14864864864864866,0.0,0.2982456140350877,0.0,,,,,,0.5,1.0,0.5,1.0,0.0,1.0,1.0,0.20354565242295794,0.4465218342415563,,0.5,0.19863264290814514,0.15603071855816364,0.02767499479625413,0.6301248567621209,0.20757670032327127,0.35561461880408,0.15033100176008402,0.5628738668420351,0.5,,,
DJI,2019,32.0,23.9,0.02406412,50,,0.277,,,,4,1,1,0,0,2,0.0,1.0,20,,observed,observed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.97593588,0.21839080459770116,0.13122923588039864,0.4,0.0,,,,,,0.5,0.0,0.5,0.0,0.0,0.5,0.9594921746737409,1.0,0.014705882352941176,0.10291595197255574,0.36666666666666664,0.0,,,,,,0.5,0.0,0.5,0.0,0.0,0.5,0.9850858889761608,0.1748100202390499,0.45316405822458034,,0.2,0.1718492428878789,0.15919093408535534,0.02767499479625413,0.2463000918174436,0.17723929201522395,0.36088437599307405,0.15033100176008402,0.2571411577378928,0.2,,,
DJI,2020,31.0,24.549999999999997,0.02322284,49,,0.278,2.0,,,4,1,1,0,0,2,0.0,1.0,20,,observed,imputed,observed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.97677716,0.20689655172413793,0.14202657807308966,0.38571428571428573,0.0,,,1.0,,,0.5,0.0,0.5,0.0,0.0,0.5,0.9637179076132261,1.0,0.0,0.01246404602109297,0.3064516129032258,0.0,,,0.0,,,0.5,0.0,0.5,0.0,0.0,0.5,1.0,0.1744615648986138,0.4498107311091706,0.75,0.2,0.17225800716573242,0.15690106651407737,0.6677550229768839,0.2463000918174436,0.1762695497572877,0.3582406369953104,0.42240433501026625,0.2571411577378928,0.2,0.329386054963274,0.329386054963274,0.5705214248110184
DJI,2021,41.0,25.2,0.02886695,47,,0.28,2.0,,,4,1,1,0,0,2,0.0,1.0,20,,observed,observed,observed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.97113305,0.3218390804597701,0.1528239202657807,0.35714285714285715,0.0,,,1.0,,,0.5,0.0,0.5,0.0,0.0,0.5,0.9353676537844468,1.0,0.2625,0.15358931552587643,0.2857142857142857,0.0,,,1.0,,,0.5,0.0,0.5,0.0,0.0,0.5,0.9727742038478088,0.2373315003627754,0.43083683697576797,0.75,0.2,0.23159025148817172,0.1490750249035228,0.6677550229768839,0.2463000918174436,0.24204210577705562,0.34315838694183826,0.42240433501026625,0.2571411577378928,0.2,0.3519166932315383,0.3519166932315383,0.6008422546473748
DJI,2022,41.0,25.2,0.0249675,48,,0.28,2.0,,,4,1,0,1,0,3,0.0,1.0,20,,imputed,imputed,observed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.9750325,0.3218390804597701,0.1528239202657807,0.37142857142857144,0.0,,,1.0,,,0.5,0.0,0.0,0.5,0.0,1.0,0.9549545146522597,1.0,0.10606060606060606,0.15358931552587643,0.2903225806451613,0.0,,,1.0,,,0.75,0.0,0.0,1.0,0.0,1.0,0.9787117425009063,0.2373315003627754,0.4421276953602771,0.75,0.3,0.23159025148817172,0.15346541869776906,0.6677550229768839,0.5870184682448168,0.24204210577705562,0.3521398441305754,0.42240433501026625,0.3641950659257678,0.3,0.3919867668356398,0.3919867668356398,0.656117063947031
DJI,2023,41.0,25.2,0.0249675,47,,,2.0,,,4,1,1,0,0,2,0.0,1.0,20,20.0,imputed,imputed,imputed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed,0.9750325,0.3218390804597701,0.1528239202657807,0.35714285714285715,0.0,0.0,,1.0,,,0.5,0.0,0.5,0.0,0.0,0.5,0.9549545146522597,1.0,0.09230769230769231,0.013618677042801541,0.125,0.0,0.0,,1.0,,,0.5,0.0,1.0,0.0,0.0,0.5,1.0,0.2373315003627754,0.4373657905983723,0.75,0.2,0.23159025148817172,0.15080279614975567,0.6677550229768839,0.2463000918174436,0.24204210577705562,0.34837142695883794,0.42240433501026625,0.2571411577378928,0.2,0.35324242999831157,0.35324242999831157,0.4460785566425683
DNK,2012,96.0,64.4,0.10521972,81,,0.709,,,,4,1,1,0,0,2,0.0,1.0,20,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.89478028,0.9540229885057471,0.8039867109634552,0.8428571428571429,0.0,,,,,,0.5,0.0,0.5,0.0,0.0,0.5,0.5518491876258476,1.0,0.9466666666666667,0.7743785850860422,0.8615384615384616,0.0,,,,,,0.5,0.0,0.5,0.0,0.0,0.5,0.40438406645399677,0.8790048497346011,0.46490211016099686,,0.2,0.8739082914814791,0.20577374863345682,0.02767499479625413,0.2463000918174436,0.8831864965871015,0.3692111898121133,0.15033100176008402,0.2571411577378928,0.2,,,
DNK,2018,96.0,64.4,0.10097642,84,,0.696,,,,4,1,1,1,0,3,0.0,1.0,20,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.89902358,0.9540229885057471,0.8039867109634552,0.8857142857142857,0.0,,,,,,0.5,0.0,0.5,0.5,0.0,1.0,0.5731632002995306,1.0,0.9459459459459459,0.7743785850860422,0.9122807017543859,0.0,,,,,,0.5,0.0,0.5,1.0,0.0,1.0,0.4623575737515039,0.8790048497346011,0.4862924953379388,,0.4,0.8739082914814791,0.2156417408409969,0.02767499479625413,0.6276085012649691,0.8831864965871015,0.3861891625326586,0.15033100176008402,0.49148157841267115,0.4,,,
DNK,2021,95.0,64.4,0.10747286,85,,0.703,,,,4,2,2,1,0,3,0.0,1.0,20,,observed,observed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.89252714,0.9425287356321839,0.8039867109634552,0.9,0.0,,,,,,0.5,0.5,1.0,0.5,0.0,1.0,0.5405317095979963,1.0,0.9375,0.8080133555926544,0.8888888888888888,0.0,,,,,,0.5,0.5,1.0,0.5,0.0,1.0,0.5621482647291315,0.8732577232978196,0.4801772365326655,,0.6,0.8685516114774259,0.2154259158554152,0.02767499479625413,0.6707148897822732,0.8771190149254919,0.381272713457095,0.15033100176008402,0.6901603793289385,0.6,,,
DOM,2015,72.0,,0.04722168,75,,0.479,,,,1,1,1,0,0,2,0.0,1.0,100,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.95277832,0.6781609195402298,,0.7571428571428571,1.0,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.8431722049964688,1.0,0.6142857142857143,,0.746031746031746,1.0,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.8019918183335313,0.6781609195402298,0.8667716873797753,,0.2,0.31604412023914186,0.5358193847026684,0.0,0.2463000918174436,0.3579814180349584,0.6667705196671808,0.0,0.2571411577378928,0.2,,,
DOM,2017,55.0,,0.0449337,73,,0.489,,,,1,1,1,0,0,2,0.0,1.0,100,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.9550663,0.4827586206896552,,0.7285714285714285,1.0,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.8546646836609834,1.0,0.375,,0.7627118644067796,1.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.5,0.8561559841892817,0.4827586206896552,0.8610787040774707,,0.2,0.22498056017023663,0.5315078995102065,0.0,0.2463000918174436,0.25483422978759757,0.6622924067582917,0.0,0.2571411577378928,0.2,,,
DOM,2018,48.0,,0.04126016,72,,0.494,,,,1,1,0,1,0,3,0.0,1.0,100,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.95873984,0.40229885057471265,,0.7142857142857143,1.0,,,,,,0.0,0.0,0.0,0.5,0.0,1.0,0.8731168030297011,1.0,0.2972972972972973,,0.7017543859649122,1.0,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.8859794784470635,0.40229885057471265,0.8624675057718051,,0.3,0.18748380014186383,0.5304729518352872,0.0,0.5870184682448168,0.2123618581563313,0.6634350183275431,0.0,0.3641950659257678,0.3,,,
DOM,2022,48.0,,0.04572548,78,,0.497,,,,1,1,1,0,0,2,0.0,1.0,100,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.95427452,0.40229885057471265,,0.8,1.0,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.8506875882506261,1.0,0.21212121212121213,,0.7741935483870968,1.0,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.8335905709598683,0.40229885057471265,0.8835625294168753,,0.2,0.18748380014186383,0.5444701897708617,0.0,0.2463000918174436,0.2123618581563313,0.6800759892832626,0.0,0.2571411577378928,0.2,,,
DZA,2016,73.0,26.2,0.06000797,72,0.65,0.552,,,,1,1,1,0,0,2,0.0,1.0,20,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.93999203,0.6896551724137931,0.16943521594684383,0.7142857142857143,0.0,,0.65,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.7789469211114307,1.0,0.625,0.1423670668953688,0.7424242424242424,0.0,,0.65,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.7433515399249301,0.4295451941803185,0.5358081588492862,,0.2,0.4118739258977324,0.46514599174296634,0.0,0.2463000918174436,0.4440441949542097,0.5435648138794729,0.0,0.2571411577378928,0.2,,,
DZA,2021,77.0,26.2,0.05011057,69,0.65,0.533,,,,1,1,1,0,0,2,0.0,1.0,20,,observed,observed,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.94988943,0.735632183908046,0.16943521594684383,0.6714285714285714,0.0,,0.65,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.8286613671879534,1.0,0.7125,0.1702838063439065,0.6349206349206349,0.0,,0.65,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.861800596230006,0.4525336999274449,0.5375224846541312,,0.2,0.4333006459139454,0.4615434715536867,0.0,0.2463000918174436,0.46831412160064756,0.5454910545655334,0.0,0.2571411577378928,0.2,,,
ECU,2010,73.0,,0.06349257,71,,0.505,,,,1,2,2,1,0,3,0.0,1.0,80,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.93650743,0.6896551724137931,,0.7,0.75,,,,,,0.0,0.5,1.0,0.5,0.0,1.0,0.7614438436569227,1.0,0.6285714285714286,,0.7903225806451613,0.75,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,0.6977674712104619,0.6896551724137931,0.7371479478856409,,0.6,0.3214008002431952,0.43787868728524987,0.0,0.6707148897822732,0.36404889969656795,0.5692862960207762,0.0,0.6901603793289385,0.6,,,
ECU,2018,73.0,,0.0783214,79,,0.522,,,,1,1,1,1,0,3,0.0,1.0,80,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.9216786,0.6896551724137931,,0.8142857142857143,0.75,,,,,,0.0,0.0,0.5,0.5,0.0,1.0,0.6869589214134125,1.0,0.6351351351351351,,0.8245614035087719,0.75,,,,,,0.0,0.0,0.5,1.0,0.0,1.0,0.6230702962715677,0.6896551724137931,0.7504148785663757,,0.4,0.3214008002431952,0.452609298491838,0.0,0.6276085012649691,0.36404889969656795,0.5796094827592563,0.0,0.49148157841267115,0.4,,,
ECU,2023,73.0,,0.0783214,78,,,2.0,,,1,1,0,1,0,3,0.0,1.0,80,80.0,imputed,imputed,imputed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed,0.9216786,0.6896551724137931,,0.8,0.75,0.75,,1.0,,,0.0,0.0,0.0,0.5,0.0,1.0,0.6869589214134125,1.0,0.5846153846153846,,0.7708333333333334,0.75,0.75,,1.0,,,0.0,0.0,0.0,1.0,0.0,1.0,0.6188841085218717,0.6896551724137931,0.7456529738044709,0.5,0.3,0.3214008002431952,0.44994667594382465,0.6400800281806298,0.5870184682448168,0.36404889969656795,0.5758410655875188,0.27207333325018224,0.3641950659257678,0.3,0.5270053241587068,0.5270053241587068,0.6655083149121933
EGY,2010,83.0,,0.04153192,74,,0.574,,,,1,1,1,1,0,3,0.0,1.0,20,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.9584680800000001,0.8045977011494253,,0.7428571428571429,0.0,,,,,,0.0,0.0,0.5,0.5,0.0,1.0,0.8717517578798887,1.0,0.7714285714285715,,0.8387096774193549,0.0,,,,,,0.0,0.0,0.5,1.0,0.0,1.0,0.8533672647988492,0.8045977011494253,0.5382029669123439,,0.4,0.37496760028372766,0.21535422924274183,0.0,0.6276085012649691,0.4247237163126626,0.42797428963705225,0.0,0.49148157841267115,0.4,,,
EGY,2011,83.0,,0.04357076,74,,0.575,,,,1,1,1,0,0,2,0.0,1.0,20,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.95642924,0.8045977011494253,,0.7428571428571429,0.0,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.8615107045488459,1.0,0.8433734939759037,,0.819672131147541,0.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.5,0.8103779169352062,0.8045977011494253,0.534789282468663,,0.2,0.37496760028372766,0.21445085847823153,0.0,0.2463000918174436,0.4247237163126626,0.4252486348631071,0.0,0.2571411577378928,0.2,,,
EGY,2013,88.0,,0.04671004,74,,0.573,,,,1,1,1,0,0,2,0.0,1.0,20,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.95328996,0.8620689655172413,,0.7428571428571429,0.0,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.8457421626813754,1.0,0.8571428571428571,,0.7551020408163265,0.0,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.8338563353249708,0.8620689655172413,0.5295331018461727,,0.2,0.4017510003039939,0.2130599039287761,0.0,0.2463000918174436,0.4550611246207099,0.42105183986264116,0.0,0.2571411577378928,0.2,,,
ERI,2011,45.0,,0.0516229,39,,0.224,,,,1,1,1,0,0,2,0.0,1.0,100,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.9483771,0.367816091954023,,0.24285714285714285,1.0,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.8210649632601632,1.0,0.3855421686746988,,0.2459016393442623,1.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.5,0.7549988662347513,0.367816091954023,0.6879740353724353,,0.2,0.17141376012970408,0.43801487709801357,0.0,0.2463000918174436,0.1941594131715029,0.5252236624858967,0.0,0.2571411577378928,0.2,,,
ERI,2014,70.0,,0.03914323,39,,0.224,,,,1,1,1,0,0,2,0.0,1.0,100,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.96085677,0.6551724137931034,,0.24285714285714285,1.0,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.8837501008991187,1.0,0.6341463414634146,,0.15254237288135594,1.0,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.8634974527853976,0.6551724137931034,0.7088690812520871,,0.2,0.3053307602310354,0.4435443786914371,0.0,0.2463000918174436,0.3458464547117395,0.5419073022579036,0.0,0.2571411577378928,0.2,,,
ERI,2020,57.0,,0.04310467,41,,0.241,,2.0,,1,1,1,0,0,2,0.0,1.0,100,,observed,imputed,observed,observed,imputed,missing,carried_forward,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.95689533,0.5057471264367817,,0.2714285714285714,1.0,,,,1.0,,0.0,0.0,0.5,0.0,0.0,0.5,0.8638518654771514,1.0,0.37681159420289856,,0.1774193548387097,1.0,,,,0.0,,0.0,0.0,0.5,0.0,0.0,0.5,0.8794380730447071,0.5057471264367817,0.711760145635241,0.5,0.2,0.23569392017834315,0.44711438596528974,0.27628368286318133,0.2463000918174436,0.2669691931108165,0.5441482242945291,0.24870804162754795,0.2571411577378928,0.2,0.43557883857926144,0.43557883857926144,0.7310535630667013
ESP,2010,,,0.09118913,78,,0.782,,,,1,1,1,0,0,2,0.0,1.0,100,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.90881087,,,0.8,1.0,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.6223245660057046,1.0,,,0.9032258064516129,1.0,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.5015265120809109,,0.8074415220019016,,0.2,0.0,0.5243261214487146,0.0,0.2463000918174436,0.0,0.6192972059243602,0.0,0.2571411577378928,0.2,,,
EST,2010,73.0,55.5,0.06594338,74,0.925,0.512,,,,1,1,1,0,0,2,0.0,1.0,100,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.93405662,0.6896551724137931,0.6561461794019934,0.7428571428571429,1.0,,0.925,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.7491334730960882,1.0,0.6285714285714286,0.593320235756385,0.8387096774193549,1.0,,0.925,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.6804025239013267,0.6729006759078933,0.8542476539883077,,0.2,0.6717624142975307,0.8995625149396681,0.0,0.2463000918174436,0.6738346019197885,0.848343401169516,0.0,0.2571411577378928,0.2,,,
