ISO,year,e_spar,ghs_index,disaster_risk,hexp_gdp,uhc_index,wpi_val,health_policy,national_plan,national_strategy,recognition,participation_event_it,decision_event_it,leadership_event_it,admin_event_it,role_type_it,Exclusion,NoExclusion,efforts_A,efforts_B,e_spar_flag,ghs_index_flag,disaster_risk_flag,hexp_gdp_flag,uhc_index_flag,health_policy_flag,national_plan_flag,national_strategy_flag,recognition_flag,participation_event_it_flag,decision_event_it_flag,leadership_event_it_flag,admin_event_it_flag,role_type_it_flag,efforts_A_flag,efforts_B_flag
MYS,2016,100.0,,0.03700853,80,0.2,0.643,2.0,,,3,1,0,1,0,3,0.0,1.0,20,,observed,missing,observed,observed,observed,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
MYS,2021,85.0,56.4,0.04373824,79,0.7,0.647,2.0,,,3,1,1,0,0,2,0.0,1.0,20,,observed,observed,observed,observed,observed,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
MYS,2022,,,0.03905919,80,,0.648,2.0,,,3,1,0,1,0,3,0.0,1.0,20,,missing,missing,observed,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
NAM,2013,,,0.09064487,58,,0.416,,,,1,2,2,0,0,2,0.0,1.0,80,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
NAM,2021,61.0,30.3,0.09337664,61,0.925,0.396,2.0,,,1,1,1,0,0,2,0.0,1.0,80,,observed,observed,observed,observed,observed,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
NER,2019,39.0,29.7,0.05666421,35,,0.306,,2.0,,1,1,1,0,0,2,0.0,1.0,40,,observed,observed,observed,observed,missing,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
NGA,2011,38.0,,0.03320779,40,,0.512,,,,1,2,1,1,0,3,0.0,1.0,100,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
NGA,2018,52.0,,0.03090693,46,,0.493,2.0,2.0,,1,1,1,0,0,2,0.0,1.0,100,,observed,missing,observed,observed,missing,observed,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
NGA,2022,,,0.04270904,47,,0.495,2.0,2.0,,1,1,1,1,0,3,0.0,1.0,100,,missing,missing,observed,observed,missing,observed,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
NIC,2012,76.0,,0.07488369,68,,0.333,,,,1,1,1,0,0,2,0.0,1.0,20,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
NIC,2020,83.0,,0.08589961,71,,0.345,,,,1,1,1,0,0,2,0.0,1.0,20,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
NLD,2012,85.0,,0.10538987,82,,0.755,,,,1,1,1,1,0,3,0.0,1.0,40,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
NLD,2016,94.0,,0.10056795,84,,0.742,,,,1,2,2,0,0,2,0.0,1.0,40,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
NLD,2019,90.0,67.7,0.10140396,85,,0.748,,,,1,1,1,1,0,3,0.0,1.0,40,,observed,observed,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
NOR,2010,,,0.08858115,84,,0.739,,,,4,2,2,1,0,3,0.0,1.0,80,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
NOR,2017,99.0,,0.10229836,87,0.975,0.721,,,,4,1,1,0,0,2,0.0,1.0,80,,observed,missing,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
NOR,2020,94.0,,0.11424164,88,,0.713,2.0,,,4,1,1,1,0,3,0.0,1.0,80,,observed,missing,observed,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
NPL,2010,,,0.04361315,37,,0.359,,,,1,1,1,1,0,3,0.0,1.0,100,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
NPL,2013,61.0,,0.0463013,43,,0.37,,,,1,1,0,1,0,3,0.0,1.0,100,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
NPL,2014,66.0,,0.05075494,45,,0.371,,,,1,2,2,1,0,3,0.0,1.0,100,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
NPL,2015,72.0,,0.05466156,46,0.05,0.37,,,,1,1,1,1,0,3,0.0,1.0,100,,observed,missing,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
NPL,2020,39.0,,0.05208097,51,,0.389,,,,1,1,1,0,0,2,0.0,1.0,100,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
NZL,2014,99.0,,0.09401684,89,,0.657,,,,4,1,0,0,1,1,0.0,1.0,20,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
NZL,2015,98.0,,0.09283443,89,0.875,0.653,,,,4,1,1,0,0,2,0.0,1.0,20,,observed,missing,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
NZL,2018,90.0,,0.09038105,89,0.875,0.654,,,,4,1,1,1,0,3,0.0,1.0,20,,observed,missing,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
NZL,2023,,,,89,,,,,2.0,4,1,1,1,0,3,0.0,1.0,20,20.0,missing,missing,missing,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed,observed
OMN,2012,92.0,,0.02277028,75,,0.567,,,,1,1,0,0,1,1,0.0,1.0,100,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
OMN,2013,86.0,,0.02505401,74,,0.569,,,,1,1,0,1,0,3,0.0,1.0,100,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
OMN,2015,94.0,,0.04078262,75,,0.569,,,2.0,1,1,1,0,0,2,0.0,1.0,100,,observed,missing,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed,missing
OMN,2016,95.0,,0.04175808,75,,0.569,,,2.0,1,1,0,1,0,3,0.0,1.0,100,,observed,missing,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed,missing
OMN,2020,79.0,,0.05119229,73,,0.574,,,2.0,1,2,2,0,0,2,0.0,1.0,100,,observed,missing,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed,missing
OMN,2021,75.0,39.1,0.04370282,73,,0.574,2.0,,2.0,1,1,1,0,0,2,0.0,1.0,100,,observed,observed,observed,observed,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,observed,missing
PAK,2013,42.0,,0.02416478,47,,0.535,,,,1,1,1,1,0,3,0.0,1.0,100,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
PAK,2015,,,0.02494933,49,0.425,0.541,,,,1,1,1,0,0,2,0.0,1.0,100,,missing,missing,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
PAK,2018,51.0,,0.02828449,53,0.425,0.547,,,2.0,1,1,0,0,1,1,0.0,1.0,100,,observed,missing,observed,observed,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed,missing
PAN,2012,78.0,,0.06504507,78,,0.463,,,,1,1,1,0,0,2,0.0,1.0,80,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
PAN,2016,71.0,,0.07093781,79,,0.492,,2.0,,1,1,0,1,0,3,0.0,1.0,80,,observed,missing,observed,observed,missing,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
PAN,2021,76.0,53.5,0.09135711,83,,0.492,1.0,2.0,,1,1,1,0,0,2,0.0,1.0,80,,observed,observed,observed,observed,missing,observed,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
PER,2013,75.0,,0.04723461,69,,0.545,,,,1,1,1,1,0,3,0.0,1.0,60,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
PER,2015,89.0,,0.04921474,71,,0.56,,,,1,1,1,0,0,2,0.0,1.0,60,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
PER,2021,39.0,54.9,0.06679214,68,1.0,0.571,,2.0,,1,1,1,0,0,2,0.0,1.0,60,,observed,observed,observed,observed,observed,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
PHL,2011,74.0,,0.04025186,63,,0.553,,,,1,1,0,1,0,3,0.0,1.0,100,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
PHL,2012,75.0,,0.04177092,64,,0.563,,,,1,1,1,1,0,3,0.0,1.0,100,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
PHL,2015,84.0,,0.03898275,66,,0.569,,,,1,1,1,0,0,2,0.0,1.0,100,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
PHL,2017,81.0,,0.03960428,68,,0.578,,,,1,1,1,0,0,2,0.0,1.0,100,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
PHL,2018,,,0.03953819,67,0.45,0.575,,,,1,1,0,1,0,3,0.0,1.0,100,,missing,missing,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
PHL,2021,60.0,45.7,0.05975006,68,1.0,0.58,,,,1,1,1,0,0,2,0.0,1.0,100,,observed,observed,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
PHL,2023,,,,69,,,2.0,,,1,1,1,0,0,2,0.0,1.0,100,100.0,missing,missing,missing,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed
PNG,2011,47.0,,0.02293978,27,,0.321,,,,1,1,1,0,0,2,0.0,1.0,100,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
PNG,2015,,,0.01818817,28,0.0,0.345,,,,1,1,1,1,0,3,0.0,1.0,100,,missing,missing,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
POL,2022,,,0.06396265,83,0.875,0.693,,1.0,,1,1,1,1,0,3,0.0,1.0,20,,missing,missing,observed,observed,observed,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
POL,2023,,,,82,,,,1.0,,1,1,1,1,0,3,0.0,1.0,20,20.0,missing,missing,missing,observed,missing,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,observed
PRK,2011,39.0,,,73,,,,,,1,1,0,1,0,3,0.0,1.0,20,,observed,missing,missing,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
PRK,2013,64.0,,,77,,,,,,1,1,1,0,0,2,0.0,1.0,20,,observed,missing,missing,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
PRK,2017,67.0,,,80,,,1.0,,,1,1,0,1,0,3,0.0,1.0,20,,observed,missing,missing,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
PRK,2023,,,,77,,,1.0,,,1,1,1,0,0,2,0.0,1.0,20,20.0,missing,missing,missing,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed
PRT,2021,85.0,54.7,0.11123676,83,0.9,0.651,2.0,,,1,1,1,0,0,2,0.0,1.0,60,,observed,observed,observed,observed,observed,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
PRY,2011,83.0,,0.05822258,70,,0.429,,,,1,1,1,0,0,2,0.0,1.0,20,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
PRY,2012,60.0,,0.06531446,69,,0.434,,,,1,1,0,1,0,3,0.0,1.0,20,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
PRY,2019,65.0,39.8,0.07160819,77,,0.452,2.0,2.0,,1,1,1,1,0,3,0.0,1.0,20,,observed,observed,observed,observed,missing,observed,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
PRY,2021,56.0,40.3,0.0803277,79,,0.446,2.0,2.0,,1,2,2,1,0,3,0.0,1.0,20,,observed,observed,observed,observed,missing,observed,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
QAT,2011,84.0,,0.01599962,82,,0.623,,,,1,1,1,0,0,2,0.0,1.0,60,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
QAT,2017,76.0,,0.03212371,80,1.0,0.641,,,,1,1,1,1,0,3,0.0,1.0,60,,observed,missing,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
QAT,2021,92.0,48.7,0.02892793,84,1.0,0.646,,,,1,1,0,1,0,3,0.0,1.0,60,,observed,observed,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
QAT,2023,,,,84,,,,,,1,1,1,0,0,2,0.0,1.0,60,60.0,missing,missing,missing,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed
ROU,2018,72.0,,0.05518009,76,,0.61,,,,1,1,1,0,0,2,0.0,1.0,20,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
ROU,2019,67.0,45.5,0.05714215,76,0.0,0.619,,,,1,1,1,0,0,2,0.0,1.0,20,,observed,observed,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
RUS,2010,,,0.04971118,75,,0.768,,,,1,1,1,0,0,2,0.0,1.0,40,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
RUS,2011,96.0,,0.04794915,75,,0.776,,,,1,1,1,0,0,2,0.0,1.0,40,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
RUS,2012,,,0.04936376,75,,0.783,,,,1,1,1,0,0,2,0.0,1.0,40,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
RUS,2013,,,0.05081049,76,,0.785,,,,1,1,1,0,0,2,0.0,1.0,40,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
RUS,2014,81.0,,0.05182096,76,,0.781,,,,1,2,2,0,0,2,0.0,1.0,40,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
RUS,2015,81.0,,0.05296044,76,0.725,0.757,,,,1,1,1,0,0,2,0.0,1.0,40,,observed,missing,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
RUS,2016,98.0,,0.05289702,78,0.75,0.746,,,,1,1,1,0,0,2,0.0,1.0,40,,observed,missing,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
RUS,2017,,,0.05358898,78,0.775,0.748,,,,1,1,0,1,0,3,0.0,1.0,40,,missing,missing,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
RUS,2018,100.0,,0.05355208,79,0.8,0.751,,,,1,1,1,0,0,2,0.0,1.0,40,,observed,missing,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
RUS,2019,99.0,47.1,0.05648491,79,0.825,0.756,,,,1,1,1,0,0,2,0.0,1.0,40,,observed,observed,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
RUS,2020,100.0,,0.0804076,80,0.825,0.751,2.0,,,1,2,2,0,0,2,0.0,1.0,40,,observed,missing,observed,observed,observed,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
RUS,2021,100.0,49.1,0.06975843,80,0.85,0.755,2.0,,,1,1,1,0,0,2,0.0,1.0,40,,observed,observed,observed,observed,observed,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
RWA,2010,,,0.08081929,44,,0.276,,,,1,1,0,1,0,3,0.0,1.0,80,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
RWA,2013,35.0,,0.06773981,50,,0.286,,,,1,1,1,0,0,2,0.0,1.0,80,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
RWA,2017,66.0,,0.06366531,56,,0.289,,2.0,,1,1,1,0,0,2,0.0,1.0,80,,observed,missing,observed,observed,missing,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
RWA,2021,67.0,33.1,0.07303784,55,,0.304,,2.0,,1,1,1,0,0,2,0.0,1.0,80,,observed,observed,observed,observed,missing,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
RWA,2022,,,0.07879212,58,,0.306,,2.0,,1,1,0,0,1,1,0.0,1.0,80,,missing,missing,observed,observed,missing,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
SAU,2013,100.0,,0.04422935,82,,0.743,,,,1,1,1,0,0,2,0.0,1.0,100,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
SAU,2022,,,0.04624624,82,,0.739,2.0,,2.0,1,1,1,0,0,2,0.0,1.0,100,,missing,missing,observed,observed,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,observed,missing
SAU,2023,,,,83,,,2.0,,2.0,1,1,0,1,0,3,0.0,1.0,100,100.0,missing,missing,missing,observed,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,observed,observed
SDN,2015,,,0.05811126,45,0.225,0.411,,,,1,1,1,1,0,3,0.0,1.0,20,,missing,missing,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
SDN,2018,65.0,,0.04463583,47,0.2,0.361,,2.0,,1,1,1,0,0,2,1.0,0.0,20,,observed,missing,observed,observed,observed,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
SDN,2020,53.0,,0.03009654,47,,0.338,,2.0,,1,2,0,1,1,3,0.0,1.0,20,,observed,missing,observed,observed,missing,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
SDN,2022,,,0.04618744,48,,0.342,,2.0,,1,1,0,0,1,1,0.0,1.0,20,,missing,missing,observed,observed,missing,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
SDN,2023,,,,48,,,,2.0,,1,1,0,0,1,1,0.0,1.0,20,20.0,missing,missing,missing,observed,missing,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,observed
SEN,2011,30.0,,0.04214167,40,,0.373,,,,1,1,1,0,0,2,0.0,1.0,60,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
SEN,2015,,,0.04377896,42,,0.366,,,,1,1,0,1,0,3,0.0,1.0,60,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
SEN,2019,54.0,35.9,0.0449531,50,,0.382,2.0,,,1,1,0,1,0,3,1.0,0.0,60,,observed,observed,observed,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
SEN,2022,,,0.04063584,49,,0.394,2.0,,,1,1,1,0,0,2,0.0,1.0,60,,missing,missing,observed,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
SGP,2019,92.0,55.8,0.04352992,88,,0.689,,,,4,1,1,0,0,2,0.0,1.0,20,,observed,observed,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
SGP,2021,94.0,57.4,0.05166908,88,,0.691,,,,4,1,1,0,0,2,0.0,1.0,20,,observed,observed,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
SLB,2012,32.0,,0.04877603,42,,0.199,,,,4,1,0,1,0,3,0.0,1.0,100,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
SLB,2013,48.0,,0.04581572,44,,0.204,,,,4,1,1,1,0,3,0.0,1.0,100,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
SLE,2010,,,0.09126884,31,,0.207,,,,1,1,1,1,0,3,0.0,1.0,80,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
SLE,2011,58.0,,0.10767538,36,,0.22,,,,1,1,1,0,0,2,0.0,1.0,80,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
SLE,2019,40.0,34.1,0.09129927,42,,0.21,,,,1,1,0,0,1,1,0.0,1.0,80,,observed,observed,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
SLE,2020,49.0,,0.09325887,41,,0.213,,,,1,2,1,0,1,2,0.0,1.0,80,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
SLV,2010,,,0.08904162,75,,,,,,1,1,0,1,0,3,0.0,1.0,60,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
SLV,2018,75.0,,0.08322752,78,,,,,,1,1,1,1,0,3,0.0,1.0,60,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
SLV,2022,,,0.09840797,79,,,2.0,,,1,1,1,0,0,2,0.0,1.0,60,,missing,missing,observed,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
SLV,2023,,,,79,,,2.0,,,1,1,1,1,0,3,0.0,1.0,60,60.0,missing,missing,missing,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed
SMR,2015,,,0.08433153,77,,,,,,4,1,0,1,0,3,0.0,1.0,20,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
SMR,2020,33.0,,0.08481474,74,,,,,,4,1,0,1,0,3,0.0,1.0,20,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
SOM,2016,,,0.02275338,26,,0.193,,2.0,,1,1,1,0,0,2,0.0,1.0,40,,missing,missing,observed,observed,missing,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
SOM,2017,28.0,,0.0243361,28,0.75,0.195,,2.0,,1,1,0,1,0,3,0.0,1.0,40,,observed,missing,observed,observed,observed,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
SOM,2019,,17.9,0.02190595,28,,0.207,,2.0,,1,1,1,0,0,2,0.0,1.0,40,,missing,observed,observed,observed,missing,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
SOM,2021,34.0,16.0,0.0256882,29,,0.222,2.0,2.0,,1,1,1,0,0,2,0.0,1.0,40,,observed,observed,observed,observed,missing,observed,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
SOM,2022,,,0.02621832,30,,0.222,2.0,2.0,,1,1,1,0,0,2,0.0,1.0,40,,missing,missing,observed,observed,missing,observed,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
SRB,2023,,,,73,,,,,1.0,1,1,1,0,0,2,0.0,1.0,20,20.0,missing,missing,missing,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed,observed
SSD,2015,49.0,,,31,,0.297,,,,1,1,1,0,0,2,0.0,1.0,100,,observed,missing,missing,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
STP,2013,16.0,,0.08940609,51,,0.124,,,,1,1,1,0,0,2,0.0,1.0,40,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
SUR,2013,61.0,,0.04487381,73,,0.34,,,,1,1,1,0,0,2,0.0,1.0,80,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
SUR,2017,71.0,,0.05322859,75,,0.302,,,,1,1,0,1,0,3,0.0,1.0,80,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
SVK,2017,95.0,,0.06756991,82,0.375,0.57,,,1.0,1,1,1,1,0,3,0.0,1.0,20,,observed,missing,observed,observed,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed,missing
SVK,2022,,,0.0773064,80,,0.584,,,1.0,1,1,1,0,0,2,0.0,1.0,20,,missing,missing,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed,missing
SVN,2021,78.0,67.8,0.09480554,83,0.65,0.561,2.0,,,1,1,1,0,0,2,0.0,1.0,80,,observed,observed,observed,observed,observed,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
SWE,2015,92.0,,0.10804184,83,,0.737,,,,4,1,1,0,0,2,0.0,1.0,20,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
SWE,2023,,,,85,,,1.0,,,4,1,1,0,0,2,0.0,1.0,20,20.0,missing,missing,missing,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed
SWZ,2017,75.0,,0.06981037,70,0.525,0.302,,2.0,,1,1,1,0,0,2,0.0,1.0,80,,observed,missing,observed,observed,observed,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
SYC,2010,,,0.05351682,67,,0.269,,,,1,1,1,0,0,2,0.0,1.0,60,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
SYR,2015,,,0.03479053,71,,0.363,,,,1,1,1,0,0,2,0.0,1.0,40,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
SYR,2021,58.0,16.7,0.04706135,72,,0.346,2.0,,,1,1,1,0,0,2,0.0,1.0,40,,observed,observed,observed,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
TCD,2010,,,0.0304079,22,,0.294,,,,4,1,1,0,0,2,0.0,1.0,80,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
TCD,2012,,,0.02958965,25,,0.297,,,,4,2,2,0,0,2,0.0,1.0,80,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
TCD,2016,40.0,,0.03604028,23,,0.271,,2.0,,4,1,0,1,0,3,0.0,1.0,80,,observed,missing,observed,observed,missing,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
TGO,2012,,,0.04643665,36,,0.26,,,,1,1,1,1,0,3,0.0,1.0,40,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
TGO,2017,64.0,,0.06502105,40,0.45,0.271,,,,1,1,1,0,0,2,0.0,1.0,40,,observed,missing,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
TGO,2022,,,0.06041341,39,,0.301,,,,1,1,0,1,0,3,0.0,1.0,40,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
TGO,2023,,,,42,,,2.0,2.0,,1,2,1,1,0,3,0.0,1.0,40,40.0,missing,missing,missing,observed,missing,observed,observed,missing,observed,observed,observed,observed,observed,observed,observed,observed
THA,2011,90.0,,0.03568255,78,,0.635,,,,1,1,0,0,1,1,0.0,1.0,60,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
