ISO,year,e_spar,ghs_index,disaster_risk,hexp_gdp,uhc_index,wpi_val,health_policy,national_plan,national_strategy,recognition,participation_event_it,decision_event_it,leadership_event_it,admin_event_it,role_type_it,Exclusion,NoExclusion,efforts_A,efforts_B,e_spar_flag,ghs_index_flag,disaster_risk_flag,hexp_gdp_flag,uhc_index_flag,health_policy_flag,national_plan_flag,national_strategy_flag,recognition_flag,participation_event_it_flag,decision_event_it_flag,leadership_event_it_flag,admin_event_it_flag,role_type_it_flag,efforts_A_flag,efforts_B_flag,disaster_risk_oriented,e_spar_mm_global,ghs_index_mm_global,hexp_gdp_mm_global,efforts_A_mm_global,efforts_B_mm_global,uhc_index_mm_global,health_policy_mm_global,national_plan_mm_global,national_strategy_mm_global,recognition_mm_global,participation_event_it_mm_global,decision_event_it_mm_global,leadership_event_it_mm_global,admin_event_it_mm_global,role_type_it_mm_global,disaster_risk_oriented_mm_global,NoExclusion_mm_global,e_spar_mm_year,ghs_index_mm_year,hexp_gdp_mm_year,efforts_A_mm_year,efforts_B_mm_year,uhc_index_mm_year,health_policy_mm_year,national_plan_mm_year,national_strategy_mm_year,recognition_mm_year,participation_event_it_mm_year,decision_event_it_mm_year,leadership_event_it_mm_year,admin_event_it_mm_year,role_type_it_mm_year,disaster_risk_oriented_mm_year
KEN,2012,66.0,43.1,0.05018058,54,0.9,0.416,,,,1,1,1,0,0,2,0.0,1.0,100,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.94981942,0.6091954022988506,0.45016611295681064,0.45714285714285713,1.0,,0.9,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.8283097083311001,1.0,0.5466666666666666,0.367112810707457,0.4461538461538462,1.0,,0.9,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.8019876008463367
KEN,2014,53.5,43.1,0.04912673,53,0.9,0.433,,2.0,,1,1,1,1,0,3,0.0,1.0,100,,imputed,imputed,observed,observed,imputed,missing,carried_forward,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.95087327,0.46551724137931033,0.45016611295681064,0.44285714285714284,1.0,,0.9,,1.0,,0.0,0.0,0.5,0.5,0.0,1.0,0.8336031762113255,1.0,0.4329268292682927,0.367112810707457,0.3898305084745763,1.0,,0.9,,0.0,,0.0,0.0,0.5,1.0,0.0,1.0,0.7932950538582877
KEN,2019,41.0,43.1,0.04368747,52,0.9,0.45,,2.0,,1,1,1,0,0,2,0.0,1.0,100,,observed,observed,observed,observed,observed,missing,carried_forward,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.95631253,0.3218390804597701,0.45016611295681064,0.42857142857142855,1.0,,0.9,,1.0,,0.0,0.0,0.5,0.0,0.0,0.5,0.8609244725079477,1.0,0.14705882352941177,0.4322469982847342,0.4,1.0,,0.9,,0.0,,0.0,0.0,0.5,0.0,0.0,0.5,0.8494780265002463
KGZ,2017,,,0.06185863,74,0.825,0.331,,,,1,1,1,0,0,2,0.0,1.0,100,,imputed,imputed,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.93814137,,,0.7428571428571429,1.0,,0.825,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.7696510922295045,1.0,,,0.7796610169491526,1.0,,0.825,,,,0.0,0.0,1.0,0.0,0.0,0.5,0.7379601798958054
KGZ,2023,,,0.06185863,74,0.825,,2.0,,,1,1,1,1,0,3,0.0,1.0,100,100.0,imputed,imputed,imputed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed,0.93814137,,,0.7428571428571429,1.0,1.0,0.825,1.0,,,0.0,0.0,0.5,0.5,0.0,1.0,0.7696510922295045,1.0,,,0.6875,1.0,1.0,0.825,1.0,,,0.0,0.0,1.0,1.0,0.0,1.0,0.7364804466480326
KHM,2012,49.0,,0.05724695,49,,0.346,,,,1,1,1,0,0,2,0.0,1.0,80,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.94275305,0.41379310344827586,,0.38571428571428573,0.75,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.7928154704179354,1.0,0.32,,0.36923076923076925,0.75,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.7509400429207587
KOR,2013,100.0,,0.06311044,85,1.0,0.762,,,,1,1,1,0,0,2,0.0,1.0,20,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.93688956,1.0,,0.9,0.0,,1.0,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.7633632751519841,1.0,1.0,,0.9795918367346939,0.0,,1.0,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.7129962273405721
KOR,2014,100.0,,0.0650226,86,1.0,0.766,,,,1,1,1,0,0,2,0.0,1.0,20,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.9349774,1.0,,0.9142857142857143,0.0,,1.0,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.7537585329762929,1.0,1.0,,0.9491525423728814,0.0,,1.0,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.6815178006872078
KOR,2020,98.0,,0.08355494,87,1.0,0.773,,,,1,1,1,0,0,2,0.0,1.0,20,,observed,imputed,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.91644506,0.9770114942528736,,0.9285714285714286,0.0,,1.0,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.6606709526418844,1.0,0.9710144927536232,,0.9193548387096774,0.0,,1.0,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.6341506675562849
KWT,2014,85.0,,0.02915999,83,,0.637,,,,1,1,1,0,0,2,0.0,1.0,20,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.97084001,0.8275862068965517,,0.8714285714285714,0.0,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.9338957196120108,1.0,0.8170731707317073,,0.8983050847457628,0.0,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.9336980234334743
LAO,2019,35.0,32.8,0.02603122,58,,0.366,,,,1,1,0,1,0,3,0.0,1.0,80,,observed,observed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.97396878,0.25287356321839083,0.2790697674418604,0.5142857142857142,0.75,,,,,,0.0,0.0,0.0,0.5,0.0,1.0,0.9496114699556203,1.0,0.058823529411764705,0.25557461406518006,0.5,0.75,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.9714921740255346
LBN,2011,51.0,,0.08177444,66,,0.499,,,,4,1,1,1,0,3,0.0,1.0,20,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.91822556,0.4367816091954023,,0.6285714285714286,0.0,,,,,,0.5,0.0,0.5,0.5,0.0,1.0,0.6696143692198995,1.0,0.4578313253012048,,0.6885245901639344,0.0,,,,,,0.5,0.0,1.0,1.0,0.0,1.0,0.5476299354465635
LBN,2012,57.0,,0.07004201,67,,0.498,,,,4,1,1,0,0,2,0.0,1.0,20,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.92995799,0.5057471264367817,,0.6428571428571429,0.0,,,,,,0.5,0.0,0.5,0.0,0.0,0.5,0.7285461349949085,1.0,0.4266666666666667,,0.6461538461538462,0.0,,,,,,0.5,0.0,0.5,0.0,0.0,0.5,0.6585083465177618
LBN,2022,57.0,,0.05735002,68,,0.421,2.0,,2.0,4,1,1,1,0,3,0.0,1.0,20,,imputed,imputed,observed,observed,imputed,carried_forward,missing,carried_forward,observed,observed,observed,observed,observed,observed,observed,missing,0.94264998,0.5057471264367817,,0.6571428571428571,0.0,,,1.0,,1.0,0.5,0.0,0.5,0.5,0.0,1.0,0.7922977518295076,1.0,0.3484848484848485,,0.6129032258064516,0.0,,,1.0,,1.0,0.75,0.0,0.5,1.0,0.0,1.0,0.7523222171303693
LBR,2012,,,0.08154446,38,,0.197,,,,1,1,1,0,0,2,0.0,1.0,100,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.91845554,,,0.22857142857142856,1.0,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.6707695542491674,1.0,,,0.2,1.0,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.5754144832384447
LBR,2013,,,0.07081458,37,,0.2,,,,1,1,1,1,0,3,0.0,1.0,100,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.92918542,,,0.21428571428571427,1.0,,,,,,0.0,0.0,0.5,0.5,0.0,1.0,0.7246655310377745,1.0,,,0.0,1.0,,,,,,0.0,0.0,0.5,1.0,0.0,1.0,0.656221807672337
LBR,2014,,,0.08762839,36,,0.196,,,,1,1,1,0,0,2,0.0,1.0,100,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.91237161,,,0.2,1.0,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.6402100931868344,1.0,,,0.1016949152542373,1.0,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.5225574473399387
LBY,2010,64.0,25.3,0.03280644,69,,0.542,,,,1,2,2,0,0,2,0.0,1.0,100,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.96719356,0.5862068965517241,0.15448504983388706,0.6714285714285714,1.0,,,,,,0.0,0.5,1.0,0.0,0.0,0.5,0.9155796727819611,1.0,0.5,0.0,0.7580645161290323,1.0,,,,,,0.0,1.0,1.0,0.0,0.0,0.5,0.9151907029466085
LBY,2016,64.0,25.3,0.06171787,71,,0.47,1.0,,,1,1,1,0,0,2,0.0,1.0,100,,observed,imputed,observed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.93828213,0.5862068965517241,0.15448504983388706,0.7,1.0,,,0.0,,,0.0,0.0,0.5,0.0,0.0,0.5,0.7703581269486969,1.0,0.5,0.12692967409948544,0.7272727272727273,1.0,,,0.0,,,0.0,0.0,0.5,0.0,0.0,0.5,0.7315719658675497
LBY,2021,45.0,25.3,0.06213843,69,,0.485,1.0,,,1,1,1,1,0,3,0.0,1.0,100,,observed,observed,observed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.93786157,0.367816091954023,0.15448504983388706,0.6714285714285714,1.0,,,0.0,,,0.0,0.0,0.5,0.5,0.0,1.0,0.7682456623173853,1.0,0.3125,0.15525876460767946,0.6349206349206349,1.0,,,0.0,,,0.0,0.0,0.5,0.5,0.0,1.0,0.7989687899690268
LCA,2023,,,,75,,,,,,7,1,1,0,0,2,0.0,1.0,80,80.0,imputed,imputed,imputed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed,,,,0.7571428571428571,0.75,0.75,,,,,1.0,0.0,0.5,0.0,0.0,0.5,,1.0,,,0.7083333333333334,0.75,0.75,,,,,1.0,0.0,1.0,0.0,0.0,0.5,
LKA,2010,71.0,34.1,0.03741452,67,0.05,0.468,,,,6,1,1,1,0,3,0.0,1.0,80,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.96258548,0.6666666666666666,0.30066445182724255,0.6428571428571429,0.75,,0.05,,,,0.8333333333333334,0.0,0.5,0.5,0.0,1.0,0.8924333773229212,1.0,0.6,0.17288801571709234,0.7258064516129032,0.75,,0.05,,,,0.8333333333333334,0.0,0.5,1.0,0.0,1.0,0.8825406540255257
LKA,2014,71.0,34.1,0.03467861,69,0.05,0.481,,,,6,1,0,1,0,3,0.0,1.0,80,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.96532139,0.6666666666666666,0.30066445182724255,0.6714285714285714,0.75,,0.05,,,,0.8333333333333334,0.0,0.0,0.5,0.0,1.0,0.9061757995919227,1.0,0.6463414634146342,0.19502868068833656,0.6610169491525424,0.75,,0.05,,,,1.0,0.0,0.0,1.0,0.0,1.0,0.8948919571473894
LKA,2016,79.0,34.1,0.03617884,70,0.05,0.477,,2.0,2.0,6,1,0,0,1,1,0.0,1.0,80,,observed,imputed,observed,observed,observed,missing,carried_forward,carried_forward,observed,observed,observed,observed,observed,observed,observed,missing,0.96382116,0.7586206896551724,0.30066445182724255,0.6857142857142857,0.75,,0.05,,1.0,1.0,0.8333333333333334,0.0,0.0,0.0,1.0,0.0,0.8986401737268086,1.0,0.7083333333333334,0.27787307032590053,0.7121212121212122,0.75,,0.05,,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,1.0,0.0,0.9075114332274372
LKA,2017,76.0,34.1,0.03330934,70,0.3416666666666667,0.479,,2.0,2.0,6,1,1,0,0,2,0.0,1.0,80,,observed,imputed,observed,observed,imputed,missing,carried_forward,carried_forward,observed,observed,observed,observed,observed,observed,observed,missing,0.96669066,0.7241379310344828,0.30066445182724255,0.6857142857142857,0.75,,0.3416666666666667,,1.0,1.0,0.8333333333333334,0.0,0.5,0.0,0.0,0.5,0.9130536159456322,1.0,0.6666666666666666,0.27787307032590053,0.711864406779661,0.75,,0.3416666666666667,,0.0,1.0,0.8333333333333334,0.0,1.0,0.0,0.0,0.5,0.9373350838722293
LKA,2018,46.0,34.1,0.03641888,68,0.6333333333333334,0.477,,2.0,2.0,6,1,0,0,1,1,0.0,1.0,80,,observed,imputed,observed,observed,imputed,missing,carried_forward,carried_forward,observed,observed,observed,observed,observed,observed,observed,missing,0.96358112,0.3793103448275862,0.30066445182724255,0.6571428571428571,0.75,,0.6333333333333334,,1.0,1.0,0.8333333333333334,0.0,0.0,0.0,1.0,0.0,0.8974344575148531,1.0,0.2702702702702703,0.19502868068833656,0.631578947368421,0.75,,0.6333333333333334,,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,1.0,0.0,0.9203230936494305
LKA,2020,62.0,34.1,0.04061347,71,0.925,0.472,,2.0,2.0,6,2,1,1,1,3,0.0,1.0,80,,observed,imputed,observed,observed,observed,missing,carried_forward,carried_forward,observed,observed,observed,observed,observed,observed,observed,missing,0.95938653,0.5632183908045977,0.30066445182724255,0.7,0.75,,0.925,,1.0,1.0,0.8333333333333334,0.5,0.5,0.5,1.0,1.0,0.8763651142157928,1.0,0.4492753623188406,0.1955896452540748,0.6612903225806451,0.75,,0.9210526315789475,,0.0,0.0,0.8333333333333334,1.0,0.5,0.5,1.0,1.0,0.8945445231265666
LKA,2021,64.0,34.1,0.04028302,72,0.925,0.472,,2.0,2.0,6,1,1,0,0,2,0.0,1.0,80,,observed,observed,observed,observed,imputed,missing,carried_forward,carried_forward,observed,observed,observed,observed,observed,observed,observed,missing,0.95971698,0.5862068965517241,0.30066445182724255,0.7142857142857143,0.75,,0.925,,1.0,1.0,0.8333333333333334,0.0,0.5,0.0,0.0,0.5,0.8780249580844847,1.0,0.55,0.3021702838063439,0.6825396825396826,0.75,,0.925,,0.0,1.0,0.8333333333333334,0.0,0.5,0.0,0.0,0.5,0.9131383003286643
LSO,2012,,,0.10043895,49,,0.275,,,,1,1,1,0,0,2,0.0,1.0,80,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.89956105,,,0.38571428571428573,0.75,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.5758629015678177,1.0,,,0.36923076923076925,0.75,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.438920417296631
LSO,2023,,,0.10043895,55,,,2.0,,,1,1,1,0,0,2,0.0,1.0,80,80.0,imputed,imputed,imputed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed,0.89956105,,,0.4714285714285714,0.75,0.75,,1.0,,,0.0,0.0,0.5,0.0,0.0,0.5,0.5758629015678177,1.0,,,0.2916666666666667,0.75,0.75,,1.0,,,0.0,0.0,1.0,0.0,0.0,0.5,0.46089472469871906
LTU,2012,84.0,,0.06275935,73,,0.536,,,,1,1,1,0,0,2,0.0,1.0,80,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.93724065,0.8160919540229885,,0.7285714285714285,0.75,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.7651267933358512,1.0,0.7866666666666666,,0.7384615384615385,0.75,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.7111183864961793
LTU,2014,82.0,,0.06193326,74,,0.538,,,1.0,1,1,0,1,0,3,0.0,1.0,80,,observed,imputed,observed,observed,imputed,missing,missing,carried_forward,observed,observed,observed,observed,observed,observed,observed,missing,0.93806674,0.7931034482758621,,0.7428571428571429,0.75,,,,,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.7692762272032664,1.0,0.7804878048780488,,0.7457627118644068,0.75,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.7032415527883227
LVA,2015,90.0,,0.05652118,76,,0.505,,,,1,1,1,0,0,2,0.0,1.0,60,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.94347882,0.8850574712643678,,0.7714285714285715,0.5,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.7964609988929856,1.0,0.8714285714285714,,0.7619047619047619,0.5,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.7385693425320419
MAR,2010,97.0,,0.05418611,63,0.75,0.527,,,,1,1,1,0,0,2,0.0,1.0,20,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.94581389,0.9655172413793104,,0.5857142857142857,0.0,,0.75,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.808190009703896,1.0,0.9714285714285714,,0.6612903225806451,0.0,,0.75,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.7637073798670173
MAR,2013,97.0,,0.05255405,65,0.75,0.511,,,2.0,1,1,1,1,0,3,0.0,1.0,20,,observed,imputed,observed,observed,imputed,missing,missing,carried_forward,observed,observed,observed,observed,observed,observed,observed,missing,0.94744595,0.9655172413793104,,0.6142857142857143,0.0,,0.75,,,1.0,0.0,0.0,0.5,0.5,0.0,1.0,0.8163878150733512,1.0,0.9642857142857143,,0.5714285714285714,0.0,,0.75,,,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.790789844284392
MAR,2022,97.0,,0.05680491,65,0.75,0.512,2.0,,2.0,1,1,1,0,0,2,0.0,1.0,20,,imputed,imputed,observed,observed,observed,carried_forward,missing,carried_forward,observed,observed,observed,observed,observed,observed,observed,missing,0.94319509,0.9655172413793104,,0.6142857142857143,0.0,,0.75,1.0,,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.7950358286679473,1.0,0.9545454545454546,,0.5645161290322581,0.0,,0.75,1.0,,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.7561331371629899
MCO,2021,77.0,33.3,0.03672521,85,,,,,,4,1,1,0,0,2,0.0,1.0,20,,observed,observed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.96327479,0.735632183908046,0.28737541528239197,0.9,0.0,,,,,,0.5,0.0,0.5,0.0,0.0,0.5,0.8958957679330825,1.0,0.7125,0.28881469115191977,0.8888888888888888,0.0,,,,,,0.5,0.0,0.5,0.0,0.0,0.5,0.9317237867438183
MDA,2012,74.0,,0.09139621,70,,0.368,,,,1,1,0,1,0,3,0.0,1.0,60,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.90860379,0.7011494252873564,,0.6857142857142857,0.5,,,,,,0.0,0.0,0.0,0.5,0.0,1.0,0.6212844072272853,1.0,0.6533333333333333,,0.6923076923076923,0.5,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.5042453003633178
MDA,2022,74.0,,0.06965054,71,,0.394,,,2.0,1,1,1,0,0,2,0.0,1.0,60,,imputed,imputed,observed,observed,imputed,missing,missing,carried_forward,observed,observed,observed,observed,observed,observed,observed,missing,0.93034946,0.7011494252873564,,0.7,0.5,,,,,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.7305124811267789,1.0,0.6060606060606061,,0.6612903225806451,0.5,,,,,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.6663280176483398
MDG,2018,26.0,,0.04221604,32,,0.308,,2.0,,1,1,1,0,0,2,0.0,1.0,80,,observed,imputed,observed,observed,imputed,missing,carried_forward,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.95778396,0.14942528735632185,,0.14285714285714285,0.75,,,,1.0,,0.0,0.0,0.5,0.0,0.0,0.5,0.8683154365379327,1.0,0.0,,0.0,0.75,,,,0.0,,0.0,0.0,0.5,0.0,0.0,0.5,0.879198549663841
MDG,2020,36.0,,0.03723161,33,,0.304,2.0,2.0,,1,1,1,0,0,2,0.0,1.0,80,,observed,imputed,observed,observed,imputed,carried_forward,carried_forward,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.96276839,0.26436781609195403,,0.15714285714285714,0.75,,,1.0,1.0,,0.0,0.0,0.5,0.0,0.0,0.5,0.8933521306654009,1.0,0.07246376811594203,,0.04838709677419355,0.75,,,0.0,0.0,,0.0,0.0,0.5,0.0,0.0,0.5,0.9150518686924947
MDV,2010,58.0,30.8,0.0848759,67,0.0,0.274,,,,1,1,0,0,1,1,0.0,1.0,60,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.9151241,0.5172413793103449,0.24584717607973422,0.6428571428571429,0.5,,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.654035796470643,1.0,0.4142857142857143,0.1080550098231827,0.7258064516129032,0.5,,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.5462582155995228
MDV,2012,58.0,30.8,0.08673048,67,0.0,0.274,,,,1,1,1,0,0,2,0.0,1.0,60,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.9132695200000001,0.5172413793103449,0.24584717607973422,0.6428571428571429,0.5,,0.0,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.6447202775056022,1.0,0.44,0.13193116634799237,0.6461538461538462,0.5,,0.0,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.5379506006009376
MDV,2016,61.0,30.8,0.10305446,66,0.0,0.322,2.0,,,1,1,1,1,0,3,0.0,1.0,60,,observed,imputed,observed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.89694554,0.5517241379310345,0.24584717607973422,0.6285714285714286,0.5,,0.0,1.0,,,0.0,0.0,0.5,0.5,0.0,1.0,0.5627252461373409,1.0,0.4583333333333333,0.22126929674099488,0.6515151515151515,0.5,,0.0,1.0,,,0.0,0.0,0.5,1.0,0.0,1.0,0.4468024336232131
MDV,2017,63.0,30.8,0.09269178,68,0.0,0.334,2.0,,,1,1,1,0,0,2,0.0,1.0,60,,observed,imputed,observed,observed,observed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.90730822,0.5747126436781609,0.24584717607973422,0.6571428571428571,0.5,,0.0,1.0,,,0.0,0.0,0.5,0.0,0.0,0.5,0.6147767845280551,1.0,0.4861111111111111,0.22126929674099488,0.6779661016949152,0.5,,0.0,1.0,,,0.0,0.0,1.0,0.0,0.0,0.5,0.5226358646311996
MDV,2018,43.0,30.8,0.07436278,67,0.0,0.33,2.0,,,1,1,0,1,0,3,0.0,1.0,60,,observed,imputed,observed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.92563722,0.3448275862068966,0.24584717607973422,0.6428571428571429,0.5,,0.0,1.0,,,0.0,0.0,0.0,0.5,0.0,1.0,0.7068429920306902,1.0,0.22972972972972974,0.13193116634799237,0.6140350877192983,0.5,,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,1.0,0.6511523989411916
MDV,2019,51.0,30.8,0.07658456,68,0.0,0.337,2.0,,,1,1,1,1,0,3,0.0,1.0,60,,observed,observed,observed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.92341544,0.4367816091954023,0.24584717607973422,0.6571428571428571,0.5,,0.0,1.0,,,0.0,0.0,0.5,0.5,0.0,1.0,0.6956830346677566,1.0,0.29411764705882354,0.22126929674099488,0.6666666666666666,0.5,,0.0,1.0,,,0.0,0.0,0.5,1.0,0.0,1.0,0.6221415086998804
MDV,2022,51.0,30.8,0.09652762,69,0.0,0.326,2.0,,,1,1,1,0,0,2,0.0,1.0,60,,imputed,imputed,observed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.90347238,0.4367816091954023,0.24584717607973422,0.6714285714285714,0.5,,0.0,1.0,,,0.0,0.0,0.5,0.0,0.0,0.5,0.5955094354426216,1.0,0.25757575757575757,0.24707846410684473,0.6290322580645161,0.5,,0.0,1.0,,,0.0,0.0,0.5,0.0,0.0,0.5,0.4784275891286954
MEX,2011,66.0,55.1,0.0530093,73,0.9,0.698,,,,1,1,1,0,0,2,0.0,1.0,80,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.9469907,0.6091954022988506,0.6495016611295681,0.7285714285714285,0.75,,0.9,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.8141011032524349,1.0,0.6385542168674698,0.5567226890756303,0.8032786885245902,0.75,,0.9,,,,0.0,0.0,1.0,0.0,0.0,0.5,0.7454638214030529
MEX,2015,96.0,55.1,0.05527386,77,0.9,0.7,,,,1,1,1,1,0,3,0.0,1.0,80,,observed,imputed,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.94472614,0.9540229885057471,0.6495016611295681,0.7857142857142857,0.75,,0.9,,,,0.0,0.0,0.5,0.5,0.0,1.0,0.8027262627885708,1.0,0.9571428571428572,0.6453781512605044,0.7777777777777778,0.75,,0.9,,,,0.0,0.0,0.5,1.0,0.0,1.0,0.7470760496148647
MEX,2016,97.0,55.1,0.0538499,78,0.9,0.689,,,,1,1,1,0,0,2,0.0,1.0,80,,observed,imputed,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.9461501,0.9655172413793104,0.6495016611295681,0.8,0.75,,0.9,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.8098787859396129,1.0,0.9583333333333334,0.6380789022298456,0.8333333333333334,0.75,,0.9,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.7857747469051839
MEX,2019,83.0,55.1,0.05296858,78,0.925,0.691,2.0,,,1,1,0,1,0,3,0.0,1.0,80,,observed,observed,observed,observed,observed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.94703142,0.8045977011494253,0.6495016611295681,0.8,0.75,,0.925,1.0,,,0.0,0.0,0.0,0.5,0.0,1.0,0.8143056390137697,1.0,0.7647058823529411,0.6380789022298456,0.8333333333333334,0.75,,0.925,1.0,,,0.0,0.0,0.0,1.0,0.0,1.0,0.7853405836832017
MLI,2020,50.0,29.0,0.03475979,42,,0.338,,,,1,2,2,2,0,3,0.0,1.0,80,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.96524021,0.42528735632183906,0.2159468438538206,0.2857142857142857,0.75,,,,,,0.0,0.5,1.0,1.0,0.0,1.0,0.9057680340441538,1.0,0.2753623188405797,0.0977948226270374,0.1935483870967742,0.75,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,0.9300407999069067
