ISO,year,e_spar,ghs_index,disaster_risk,hexp_gdp,uhc_index,wpi_val,health_policy,national_plan,national_strategy,recognition,participation_event_it,decision_event_it,leadership_event_it,admin_event_it,role_type_it,Exclusion,NoExclusion,efforts_A,efforts_B,e_spar_flag,ghs_index_flag,disaster_risk_flag,hexp_gdp_flag,uhc_index_flag,health_policy_flag,national_plan_flag,national_strategy_flag,recognition_flag,participation_event_it_flag,decision_event_it_flag,leadership_event_it_flag,admin_event_it_flag,role_type_it_flag,efforts_A_flag,efforts_B_flag,disaster_risk_oriented,e_spar_mm_global,ghs_index_mm_global,hexp_gdp_mm_global,efforts_A_mm_global,efforts_B_mm_global,uhc_index_mm_global,health_policy_mm_global,national_plan_mm_global,national_strategy_mm_global,recognition_mm_global,participation_event_it_mm_global,decision_event_it_mm_global,leadership_event_it_mm_global,admin_event_it_mm_global,role_type_it_mm_global,disaster_risk_oriented_mm_global,NoExclusion_mm_global,e_spar_mm_year,ghs_index_mm_year,hexp_gdp_mm_year,efforts_A_mm_year,efforts_B_mm_year,uhc_index_mm_year,health_policy_mm_year,national_plan_mm_year,national_strategy_mm_year,recognition_mm_year,participation_event_it_mm_year,decision_event_it_mm_year,leadership_event_it_mm_year,admin_event_it_mm_year,role_type_it_mm_year,disaster_risk_oriented_mm_year
COD,2019,35.0,26.0,0.03508039,39,,0.363,2.0,,,1,1,1,0,0,2,0.0,1.0,100,,observed,observed,observed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.96491961,0.25287356321839083,0.16611295681063123,0.24285714285714285,1.0,,,1.0,,,0.0,0.0,0.5,0.0,0.0,0.5,0.9041576665322686,1.0,0.058823529411764705,0.13893653516295026,0.18333333333333332,1.0,,,1.0,,,0.0,0.0,0.5,0.0,0.0,0.5,0.9089575608794016
COD,2023,35.0,26.0,0.03508039,41,,,2.0,,,1,1,1,0,0,2,0.0,1.0,100,100.0,imputed,imputed,imputed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed,0.96491961,0.25287356321839083,0.16611295681063123,0.2714285714285714,1.0,1.0,,1.0,,,0.0,0.0,0.5,0.0,0.0,0.5,0.9041576665322686,1.0,0.0,0.029182879377431904,0.0,1.0,1.0,,1.0,,,0.0,0.0,1.0,0.0,0.0,0.5,0.9277619239123995
COG,2014,33.0,23.9,0.01973117,42,,0.366,,,,1,1,0,1,0,3,0.0,1.0,40,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.98026883,0.22988505747126436,0.13122923588039864,0.2857142857142857,0.25,,,,,,0.0,0.0,0.0,0.5,0.0,1.0,0.981256497539066,1.0,0.18292682926829268,0.0,0.2033898305084746,0.25,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0
COG,2015,33.0,23.9,0.02456685,41,,0.357,,,,1,1,1,0,0,2,0.0,1.0,40,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.97543315,0.22988505747126436,0.13122923588039864,0.2714285714285714,0.25,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.9569669717440775,1.0,0.05714285714285714,0.12100840336134452,0.20634920634920634,0.25,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.9564974807306357
COG,2019,33.0,23.9,0.02347713,43,,0.335,,2.0,,1,1,1,0,0,2,0.0,1.0,40,,observed,observed,observed,observed,imputed,missing,carried_forward,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.97652287,0.22988505747126436,0.13122923588039864,0.3,0.25,,,,1.0,,0.0,0.0,0.5,0.0,0.0,0.5,0.9624406139307641,1.0,0.029411764705882353,0.10291595197255574,0.25,0.25,,,,0.0,,0.0,0.0,0.5,0.0,0.0,0.5,0.9891423043789715
COG,2020,37.0,23.9,0.04017751,44,,0.339,,2.0,,1,1,0,1,0,3,0.0,1.0,40,,observed,imputed,observed,observed,imputed,missing,carried_forward,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.95982249,0.27586206896551724,0.13122923588039864,0.3142857142857143,0.25,,,,1.0,,0.0,0.0,0.0,0.5,0.0,1.0,0.8785549327450551,1.0,0.08695652173913043,0.0,0.22580645161290322,0.25,,,,0.0,,0.0,0.0,0.0,0.5,0.0,1.0,0.8971881518908922
COG,2022,37.0,23.9,0.02192245,46,,0.335,,2.0,,1,1,1,0,0,2,0.0,1.0,40,,imputed,imputed,observed,observed,imputed,missing,carried_forward,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.97807755,0.27586206896551724,0.13122923588039864,0.34285714285714286,0.25,,,,1.0,,0.0,0.0,0.5,0.0,0.0,0.5,0.9702497410779183,1.0,0.045454545454545456,0.13188647746243737,0.25806451612903225,0.25,,,,1.0,,0.0,0.0,0.5,0.0,0.0,0.5,1.0
COK,2011,43.0,,0.03653758,75,,,,,,4,1,1,1,0,3,0.0,1.0,80,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.96346242,0.3448275862068966,,0.7571428571428571,0.75,,,,,,0.5,0.0,0.5,0.5,0.0,1.0,0.8968382297429858,1.0,0.3614457831325301,,0.8360655737704918,0.75,,,,,,0.5,0.0,1.0,1.0,0.0,1.0,0.8587490122968656
COK,2017,43.0,,0.02452187,72,,,,,,4,1,0,1,0,3,0.0,1.0,80,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.9754781299999999,0.3448275862068966,,0.7142857142857143,0.75,,,,,,0.5,0.0,0.0,0.5,0.0,1.0,0.9571929054018584,1.0,0.20833333333333334,,0.7457627118644068,0.75,,,,,,0.5,0.0,0.0,1.0,0.0,1.0,0.9987026691062468
COL,2016,89.0,50.0,0.0753117,81,0.65,0.596,,,,1,2,1,0,1,2,0.0,1.0,40,,observed,imputed,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.9246883,0.8735632183908046,0.5647840531561461,0.8428571428571429,0.25,,0.65,,,,0.0,0.5,0.5,0.0,1.0,0.5,0.7020765854824114,1.0,0.8472222222222222,0.5506003430531732,0.8787878787878788,0.25,,0.65,,,,0.0,1.0,0.5,0.0,1.0,0.5,0.6379234909810378
COL,2017,88.0,50.0,0.07678643,82,0.65,0.595,,,,1,1,0,0,1,1,0.0,1.0,40,,observed,imputed,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.92321357,0.8620689655172413,0.5647840531561461,0.8571428571428571,0.25,,0.65,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.6946690456171509,1.0,0.8333333333333334,0.5506003430531732,0.9152542372881356,0.25,,0.65,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.6337113985222846
COL,2019,69.0,50.0,0.07779549,81,1.0,0.598,,,,1,1,0,0,1,1,0.0,1.0,40,,observed,observed,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.92220451,0.6436781609195402,0.5647840531561461,0.8428571428571429,0.25,,1.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.689600557028433,1.0,0.5588235294117647,0.5506003430531732,0.8833333333333333,0.25,,1.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.613773333596855
COL,2020,75.0,50.0,0.08714321,82,1.0,0.594,,,,1,1,1,0,0,2,0.0,1.0,40,,observed,imputed,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.91285679,0.7126436781609196,0.5647840531561461,0.8571428571428571,0.25,,1.0,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.642647142810716,1.0,0.6376811594202898,0.5004793863854266,0.8387096774193549,0.25,,1.0,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.6123916672210101
COM,2015,,,0.04600899,48,,0.149,,,,1,1,1,0,0,2,0.0,1.0,100,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.95399101,,,0.37142857142857144,1.0,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.8492635230812728,1.0,,,0.31746031746031744,1.0,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.8102623492416134
COM,2023,,,0.04600899,52,,,2.0,,,1,1,1,0,0,2,0.0,1.0,100,100.0,imputed,imputed,imputed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed,0.95399101,,,0.42857142857142855,1.0,1.0,,1.0,,,0.0,0.0,0.5,0.0,0.0,0.5,0.8492635230812728,1.0,,,0.22916666666666666,1.0,1.0,,1.0,,,0.0,0.0,1.0,0.0,0.0,0.5,0.8496970939448076
CPV,2010,65.0,,0.04081082,60,,0.261,,,,1,1,1,0,0,2,0.0,1.0,80,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.95918918,0.5977011494252874,,0.5428571428571428,0.75,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.8753738290365335,1.0,0.5142857142857142,,0.6129032258064516,0.75,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.8584765403055656
CPV,2014,65.0,,0.04852315,63,,0.255,,,,1,1,1,0,0,2,0.0,1.0,80,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.95147685,0.5977011494252874,,0.5857142857142857,0.75,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.8366349467129593,1.0,0.573170731707317,,0.559322033898305,0.75,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.7975393333138322
CPV,2017,65.0,,0.04745732,67,,0.25,2.0,,,1,1,0,1,0,3,0.0,1.0,80,,observed,imputed,observed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.95254268,0.5977011494252874,,0.6428571428571429,0.75,,,1.0,,,0.0,0.0,0.0,0.5,0.0,1.0,0.8419885898982137,1.0,0.5138888888888888,,0.6610169491525424,0.75,,,1.0,,,0.0,0.0,0.0,1.0,0.0,1.0,0.8385322010698769
CPV,2023,65.0,,0.04745732,71,,,2.0,,,1,1,1,0,0,2,0.0,1.0,80,80.0,imputed,imputed,imputed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed,0.95254268,0.5977011494252874,,0.7,0.75,0.75,,1.0,,,0.0,0.0,0.5,0.0,0.0,0.5,0.8419885898982137,1.0,0.46153846153846156,,0.625,0.75,0.75,,1.0,,,0.0,0.0,1.0,0.0,0.0,0.5,0.8393514288836871
CRI,2013,89.0,,0.07682293,83,,0.502,,,,3,1,1,1,0,3,0.0,1.0,100,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.92317707,0.8735632183908046,,0.8714285714285714,1.0,,,,,,0.3333333333333333,0.0,0.5,0.5,0.0,1.0,0.6944857068330468,1.0,0.8690476190476191,,0.9387755102040817,1.0,,,,,,0.3333333333333333,0.0,0.5,1.0,0.0,1.0,0.6119442394539971
CUB,2010,92.0,32.3,0.10688083,81,,0.524,,,,1,1,1,0,0,2,0.0,1.0,60,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.89311917,0.9080459770114943,0.27076411960132885,0.8428571428571429,0.5,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.5435054646761666,1.0,0.9,0.1375245579567779,0.9516129032258065,0.5,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.39034468089417884
CUB,2011,92.0,32.3,0.11312986,82,,0.525,,,,1,1,1,0,0,2,0.0,1.0,60,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.88687014,0.9080459770114943,0.27076411960132885,0.8571428571428571,0.5,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.5121167095520359,1.0,0.9518072289156626,0.0777310924369747,0.9508196721311475,0.5,,,,,,0.0,0.0,1.0,0.0,0.0,0.5,0.3319812515048952
CUB,2012,99.0,32.3,0.0929941,83,,0.526,,,,1,2,2,0,0,2,0.0,1.0,60,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.9070059,0.9885057471264368,0.27076411960132885,0.8714285714285714,0.5,,,,,,0.0,0.5,1.0,0.0,0.0,0.5,0.6132582370976337,1.0,0.9866666666666667,0.1606118546845124,0.8923076923076924,0.5,,,,,,0.0,1.0,1.0,0.0,0.0,0.5,0.4927021201542853
CUB,2013,99.0,32.3,0.10430995,83,,0.525,,,,1,1,1,0,0,2,0.0,1.0,60,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.89569005,0.9885057471264368,0.27076411960132885,0.8714285714285714,0.5,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.5564189444919982,1.0,0.9880952380952381,0.13921568627450975,0.9387755102040817,0.5,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.409383069886832
CUB,2014,96.0,32.3,0.12141219,84,,0.529,,,,1,1,0,1,0,3,0.0,1.0,60,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.87858781,0.9540229885057471,0.27076411960132885,0.8857142857142857,0.5,,,,,,0.0,0.0,0.0,0.5,0.0,1.0,0.4705147284082038,1.0,0.9512195121951219,0.1606118546845124,0.9152542372881356,0.5,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.28499508896124515
CUB,2015,99.0,32.3,0.12814043,84,,0.527,,,,1,1,1,0,0,2,0.0,1.0,60,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.87185957,0.9885057471264368,0.27076411960132885,0.8857142857142857,0.5,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.4367189108530986,1.0,1.0,0.2621848739495798,0.8888888888888888,0.5,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.2501269370214371
CUB,2016,99.0,32.3,0.12217696,85,,0.526,,,,1,1,1,0,0,2,0.0,1.0,60,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.87782304,0.9885057471264368,0.27076411960132885,0.9,0.5,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.4666733036980839,1.0,0.9861111111111112,0.24699828473413374,0.9393939393939394,0.5,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.31506671521145396
CUB,2017,99.0,32.3,0.11472015,85,,0.525,,,,1,1,1,0,0,2,0.0,1.0,60,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.88527985,0.9885057471264368,0.27076411960132885,0.9,0.5,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.504128714073321,1.0,0.9861111111111112,0.24699828473413374,0.9661016949152542,0.5,,,,,,0.0,0.0,1.0,0.0,0.0,0.5,0.36880001955389174
CUB,2018,100.0,32.3,0.11018425,85,,0.528,,,,1,1,1,0,0,2,0.0,1.0,60,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.88981575,1.0,0.27076411960132885,0.9,0.5,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.5269124508080696,1.0,1.0,0.1606118546845124,0.9298245614035088,0.5,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.39703803628025347
CUB,2019,78.0,32.3,0.11085011,84,,0.534,,,,1,1,1,0,0,2,0.0,1.0,60,,observed,observed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.88914989,0.7471264367816092,0.27076411960132885,0.8857142857142857,0.5,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.5235678490879699,1.0,0.6911764705882353,0.24699828473413374,0.9333333333333333,0.5,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.38534819909364154
CUB,2020,86.5,31.4,0.1248642,85,,0.528,,,,1,1,1,0,0,2,0.0,1.0,60,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.8751358,0.8448275862068966,0.25581395348837205,0.9,0.5,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.45317534988448915,1.0,0.8043478260869565,0.14381591562799612,0.8870967741935484,0.5,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.3836544110900941
CUB,2021,95.0,30.5,0.13787279,86,,0.526,1.0,,,1,1,1,0,0,2,0.0,1.0,60,,observed,observed,observed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.86212721,0.9425287356321839,0.24086378737541528,0.9142857142857143,0.5,,,0.0,,,0.0,0.0,0.5,0.0,0.0,0.5,0.3878334574595505,1.0,0.9375,0.2420701168614357,0.9047619047619048,0.5,,,0.0,,,0.0,0.0,0.5,0.0,0.0,0.5,0.4033434139820054
CUB,2022,95.0,30.5,0.11786832,86,,0.525,1.0,,,1,1,1,0,0,2,0.0,1.0,60,,imputed,imputed,observed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.88213168,0.9425287356321839,0.24086378737541528,0.9142857142857143,0.5,,,0.0,,,0.0,0.0,0.5,0.0,0.0,0.5,0.488315517910215,1.0,0.9242424242424242,0.2420701168614357,0.9032258064516129,0.5,,,0.0,,,0.0,0.0,0.5,0.0,0.0,0.5,0.329232562179742
CUB,2023,95.0,30.5,0.11786832,86,,,1.0,,,1,1,1,0,0,2,0.0,1.0,60,60.0,imputed,imputed,imputed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed,0.88213168,0.9425287356321839,0.24086378737541528,0.9142857142857143,0.5,0.5,,0.0,,,0.0,0.0,0.5,0.0,0.0,0.5,0.488315517910215,1.0,0.9230769230769231,0.11673151750972761,0.9375,0.5,0.5,,0.0,,,0.0,0.0,1.0,0.0,0.0,0.5,0.3363938000155722
CYP,2011,51.0,,0.06431391,72,,0.526,,,,4,1,0,1,0,3,0.0,1.0,20,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.93568609,0.4367816091954023,,0.7142857142857143,0.0,,,,,,0.5,0.0,0.0,0.5,0.0,1.0,0.7573182689463431,1.0,0.4578313253012048,,0.7868852459016393,0.0,,,,,,0.5,0.0,0.0,1.0,0.0,1.0,0.6677157233398215
CZE,2022,,,0.08799047,83,,0.654,,,2.0,1,1,1,0,0,2,0.0,1.0,20,,imputed,imputed,observed,observed,imputed,missing,missing,carried_forward,observed,observed,observed,observed,observed,observed,observed,missing,0.91200953,,,0.8714285714285714,0.0,,,,,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.6383913724485204,1.0,,,0.8548387096774194,0.0,,,,,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5381116821676892
DEU,2010,91.0,65.5,0.11095929,84,0.575,0.847,,,,3,1,1,1,0,3,0.0,1.0,40,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.88904071,0.896551724137931,0.8222591362126246,0.8857142857142857,0.25,,0.575,,,,0.3333333333333333,0.0,0.5,0.5,0.0,1.0,0.5230194400893807,1.0,0.8857142857142857,0.7897838899803536,1.0,0.25,,0.575,,,,0.3333333333333333,0.0,0.5,1.0,0.0,1.0,0.36144719679609916
DEU,2018,91.0,65.5,0.11473146,86,0.575,0.837,,,,3,2,1,0,1,2,0.0,1.0,40,,observed,imputed,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.88526854,0.896551724137931,0.8222591362126246,0.9142857142857143,0.25,,0.575,,,,0.3333333333333333,0.5,0.5,0.0,1.0,0.5,0.5040719041651507,1.0,0.8783783783783784,0.7954110898661567,0.9473684210526315,0.25,,0.575,,,,0.3333333333333333,1.0,0.5,0.0,1.0,0.5,0.36478052783530557
DEU,2020,89.0,65.5,0.12690226,86,0.575,0.838,,,,3,1,0,0,1,1,0.0,1.0,40,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.87309774,0.8735632183908046,0.8222591362126246,0.9142857142857143,0.25,,0.575,,,,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.442938214478148,1.0,0.8405797101449275,0.7976989453499519,0.9032258064516129,0.25,,0.5526315789473684,,,,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.37129576800489966
DEU,2021,87.0,65.5,0.12901712,86,0.575,0.84,,,,3,1,0,0,1,1,0.0,1.0,40,,observed,observed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.87098288,0.8505747126436781,0.8222591362126246,0.9142857142857143,0.25,,0.575,,,,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.43231531417813074,1.0,0.8375,0.8263772954924874,0.9047619047619048,0.25,,0.575,,,,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.4496041571026574
DEU,2022,87.0,65.5,0.12605131,87,0.575,0.84,,,,3,1,0,0,1,1,0.0,1.0,40,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.87394869,0.8505747126436781,0.8222591362126246,0.9285714285714286,0.25,,0.575,,,,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.44721251963796954,1.0,0.803030303030303,0.8263772954924874,0.9193548387096774,0.25,,0.575,,,,0.5,0.0,0.0,0.0,1.0,0.0,0.27202443809885357
DJI,2012,39.0,23.9,0.0329731,41,,0.246,,,,4,1,1,0,0,2,0.0,1.0,20,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.9670269,0.2988505747126437,0.13122923588039864,0.2714285714285714,0.0,,,,,,0.5,0.0,0.5,0.0,0.0,0.5,0.914742542870761,1.0,0.18666666666666668,0.0,0.24615384615384617,0.0,,,,,,0.5,0.0,0.5,0.0,0.0,0.5,0.9262946824247466
DJI,2017,33.0,23.9,0.02468575,47,,0.271,,,,4,1,1,0,0,2,0.0,1.0,20,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.97531425,0.22988505747126436,0.13122923588039864,0.35714285714285715,0.0,,,,,,0.5,0.0,0.5,0.0,0.0,0.5,0.956369739376133,1.0,0.06944444444444445,0.10291595197255574,0.3220338983050847,0.0,,,,,,0.5,0.0,1.0,0.0,0.0,0.5,0.9975582077461348
DJI,2018,37.0,23.9,0.02518715,49,,0.272,,,,4,2,1,1,0,3,0.0,1.0,20,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.97481285,0.27586206896551724,0.13122923588039864,0.38571428571428573,0.0,,,,,,0.5,0.5,0.5,0.5,0.0,1.0,0.9538512170103831,1.0,0.14864864864864866,0.0,0.2982456140350877,0.0,,,,,,0.5,1.0,0.5,1.0,0.0,1.0,1.0
DJI,2019,32.0,23.9,0.02406412,50,,0.277,,,,4,1,1,0,0,2,0.0,1.0,20,,observed,observed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.97593588,0.21839080459770116,0.13122923588039864,0.4,0.0,,,,,,0.5,0.0,0.5,0.0,0.0,0.5,0.9594921746737409,1.0,0.014705882352941176,0.10291595197255574,0.36666666666666664,0.0,,,,,,0.5,0.0,0.5,0.0,0.0,0.5,0.9850858889761608
DJI,2020,31.0,24.549999999999997,0.02322284,49,,0.278,2.0,,,4,1,1,0,0,2,0.0,1.0,20,,observed,imputed,observed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.97677716,0.20689655172413793,0.14202657807308966,0.38571428571428573,0.0,,,1.0,,,0.5,0.0,0.5,0.0,0.0,0.5,0.9637179076132261,1.0,0.0,0.01246404602109297,0.3064516129032258,0.0,,,0.0,,,0.5,0.0,0.5,0.0,0.0,0.5,1.0
DJI,2021,41.0,25.2,0.02886695,47,,0.28,2.0,,,4,1,1,0,0,2,0.0,1.0,20,,observed,observed,observed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.97113305,0.3218390804597701,0.1528239202657807,0.35714285714285715,0.0,,,1.0,,,0.5,0.0,0.5,0.0,0.0,0.5,0.9353676537844468,1.0,0.2625,0.15358931552587643,0.2857142857142857,0.0,,,1.0,,,0.5,0.0,0.5,0.0,0.0,0.5,0.9727742038478088
DJI,2022,41.0,25.2,0.0249675,48,,0.28,2.0,,,4,1,0,1,0,3,0.0,1.0,20,,imputed,imputed,observed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.9750325,0.3218390804597701,0.1528239202657807,0.37142857142857144,0.0,,,1.0,,,0.5,0.0,0.0,0.5,0.0,1.0,0.9549545146522597,1.0,0.10606060606060606,0.15358931552587643,0.2903225806451613,0.0,,,1.0,,,0.75,0.0,0.0,1.0,0.0,1.0,0.9787117425009063
DJI,2023,41.0,25.2,0.0249675,47,,,2.0,,,4,1,1,0,0,2,0.0,1.0,20,20.0,imputed,imputed,imputed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed,0.9750325,0.3218390804597701,0.1528239202657807,0.35714285714285715,0.0,0.0,,1.0,,,0.5,0.0,0.5,0.0,0.0,0.5,0.9549545146522597,1.0,0.09230769230769231,0.013618677042801541,0.125,0.0,0.0,,1.0,,,0.5,0.0,1.0,0.0,0.0,0.5,1.0
DNK,2012,96.0,64.4,0.10521972,81,,0.709,,,,4,1,1,0,0,2,0.0,1.0,20,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.89478028,0.9540229885057471,0.8039867109634552,0.8428571428571429,0.0,,,,,,0.5,0.0,0.5,0.0,0.0,0.5,0.5518491876258476,1.0,0.9466666666666667,0.7743785850860422,0.8615384615384616,0.0,,,,,,0.5,0.0,0.5,0.0,0.0,0.5,0.40438406645399677
DNK,2018,96.0,64.4,0.10097642,84,,0.696,,,,4,1,1,1,0,3,0.0,1.0,20,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.89902358,0.9540229885057471,0.8039867109634552,0.8857142857142857,0.0,,,,,,0.5,0.0,0.5,0.5,0.0,1.0,0.5731632002995306,1.0,0.9459459459459459,0.7743785850860422,0.9122807017543859,0.0,,,,,,0.5,0.0,0.5,1.0,0.0,1.0,0.4623575737515039
DNK,2021,95.0,64.4,0.10747286,85,,0.703,,,,4,2,2,1,0,3,0.0,1.0,20,,observed,observed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.89252714,0.9425287356321839,0.8039867109634552,0.9,0.0,,,,,,0.5,0.5,1.0,0.5,0.0,1.0,0.5405317095979963,1.0,0.9375,0.8080133555926544,0.8888888888888888,0.0,,,,,,0.5,0.5,1.0,0.5,0.0,1.0,0.5621482647291315
DOM,2015,72.0,,0.04722168,75,,0.479,,,,1,1,1,0,0,2,0.0,1.0,100,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.95277832,0.6781609195402298,,0.7571428571428571,1.0,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.8431722049964688,1.0,0.6142857142857143,,0.746031746031746,1.0,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.8019918183335313
